market_id,market_ticker,event_ticker,series_ticker,market_question,market_subtitle,yes_subtitle,no_subtitle,market_rules,event_question,event_subtitle,series_title,series_category,series_frequency,market_status,market_result,open_time,close_time,passes_volume_filter,passes_lifetime_filter,passes_both_filters,volume_fp,lifetime_days,history_start_ts,history_end_ts,expected_daily_rows,received_daily_rows,first_observation_ts,last_observation_ts,download_status,actual_candles_exported
kalshi:ACPI-23-B1.5,ACPI-23-B1.5,ACPI-2023,KXACPI,Will **inflation** in 2023 be between 1.0% and 1.9%?,Between 1.0-1.9%,1.0% to 1.9%,Outside 1.0% to 1.9%,"If the 12-month percent change in the Consumer Price Index for All Urban Consumers: All Items, before seasonal adjustment, according to the Bureau of Labor Statistics is between 1.0 and 1.9%, then the market resolves to Yes.",Inflation in 2023?,In 2023,US annual inflation,Economics,annual,finalized,no,2022-07-07T14:00:00Z,,1,1,1,111005.0,553.0419328703704,1657202400,1704985223,555,246,1657512000.0,1699506000.0,success,246
kalshi:ACPI-23-B2.5,ACPI-23-B2.5,ACPI-2023,KXACPI,Will **inflation** in 2023 be between 2.0% and 2.9%?,Between 2.0-2.9%,2.0% to 2.9%,Outside 2.0% to 2.9%,"If the 12-month percent change in the Consumer Price Index for All Urban Consumers: All Items, before seasonal adjustment, according to the Bureau of Labor Statistics is between 2.0 and 2.9%, then the market resolves to Yes.",Inflation in 2023?,In 2023,US annual inflation,Economics,annual,finalized,no,2022-07-07T14:00:00Z,,1,1,1,217546.0,553.0419328703704,1657202400,1704985223,555,369,1657512000.0,1704776400.0,success,369
kalshi:ACPI-23-B3.5,ACPI-23-B3.5,ACPI-2023,KXACPI,Will **inflation** in 2023 be between 3.0% and 3.9%?,Between 3.0-3.9%,3.0% to 3.9%,Outside 3.0% to 3.9%,"If the 12-month percent change in the Consumer Price Index for All Urban Consumers: All Items, before seasonal adjustment, according to the Bureau of Labor Statistics is between 3.0 and 3.9%, then the market resolves to Yes.",Inflation in 2023?,In 2023,US annual inflation,Economics,annual,finalized,yes,2022-07-07T14:00:00Z,,1,1,1,164182.0,553.0419328703704,1657202400,1704985223,555,374,1657512000.0,1704862800.0,success,374
kalshi:ACPI-23-B4.5,ACPI-23-B4.5,ACPI-2023,KXACPI,Will **inflation** in 2023 be between 4.0% and 4.9%?,Between 4.0-4.9%,4.0% to 4.9%,Outside 4.0% to 4.9%,"If the 12-month percent change in the Consumer Price Index for All Urban Consumers: All Items, before seasonal adjustment, according to the Bureau of Labor Statistics is between 4.0 and 4.9%, then the market resolves to Yes.",Inflation in 2023?,In 2023,US annual inflation,Economics,annual,finalized,no,2022-07-07T14:00:00Z,,1,1,1,127940.0,553.0419328703704,1657202400,1704985223,555,351,1657512000.0,1704776400.0,success,351
kalshi:ACPI-23-B5.0,ACPI-23-B5.0,ACPI-2023,KXACPI,Will **inflation** in 2023 be between 5.0% and 5.9%?,Between 5.0-5.9%,5.0% to 5.9%,Outside 5.0% to 5.9%,"If the 12-month percent change in the Consumer Price Index for All Urban Consumers: All Items, before seasonal adjustment, according to the Bureau of Labor Statistics is between 5.0 and 5.9%, then the market resolves to Yes.",Inflation in 2023?,In 2023,US annual inflation,Economics,annual,finalized,no,2022-07-07T14:00:00Z,,1,1,1,43381.0,553.0419328703704,1657202400,1704985223,555,215,1657512000.0,1692763200.0,success,215
kalshi:ACPI-23-B7.5,ACPI-23-B7.5,ACPI-2023,KXACPI,Will **inflation** in 2023 be between 7.0% and 7.9%?,Between 7.0-7.9%,7.0% to 7.9%,Outside 7.0% to 7.9%,"If the 12-month percent change in the Consumer Price Index for All Urban Consumers: All Items, before seasonal adjustment, according to the Bureau of Labor Statistics is between 7.0 and 7.9%, then the market resolves to Yes.",Inflation in 2023?,In 2023,US annual inflation,Economics,annual,finalized,no,2022-07-07T14:00:00Z,,1,1,1,10869.0,553.0419328703704,1657202400,1704985223,555,146,1657512000.0,1686628800.0,success,146
kalshi:ACPI-23-C1.0,ACPI-23-C1.0,ACPI-2023,KXACPI,Will **inflation** in 2023 be below 1.0%?,<1.0%,0.9% or lower,Outside 0.9% or lower,"If the 12-month percent change in the Consumer Price Index for All Urban Consumers: All Items, before seasonal adjustment, according to the Bureau of Labor Statistics is below 1.0%, then the market resolves to Yes.",Inflation in 2023?,In 2023,US annual inflation,Economics,annual,finalized,no,2022-07-07T14:00:00Z,,1,1,1,66453.0,553.0419328703704,1657202400,1704985223,555,225,1657512000.0,1691812800.0,success,225
kalshi:ACPICORE-23-B3.5,ACPICORE-23-B3.5,ACPICORE-2023,KXACPICORE-,Will **core inflation** in 2023 be between 3.0% and 3.9%?,3.0% to 3.9%,3.0% to 3.9%,Outside 3.0% to 3.9%,"If the 12-month percent change in the Consumer Price Index for All Urban Consumers: All Items less food and energy is between 3.0 and 3.9 in 2023 according to the Bureau of Labor Statistics, then the market resolves to Yes.",Core inflation in 2023?,In 2023,US annual core inflation,Economics,annual,finalized,yes,2023-08-15T12:00:00Z,,1,1,1,18113.0,149.12512731481482,1692100800,1704985211,151,80,1692158400.0,1704949200.0,success,80
kalshi:ACPICORE-23-B4.5,ACPICORE-23-B4.5,ACPICORE-2023,KXACPICORE-,Will **core inflation** in 2023 be between 4.0% and 4.9%?,4.0% to 4.9%,4.0% to 4.9%,Outside 4.0% to 4.9%,"If the 12-month percent change in the Consumer Price Index for All Urban Consumers: All Items less food and energy is between 4.0 and 4.9 in 2023 according to the Bureau of Labor Statistics, then the market resolves to Yes.",Core inflation in 2023?,In 2023,US annual core inflation,Economics,annual,finalized,no,2023-08-15T12:00:00Z,,1,1,1,19068.0,149.12512731481482,1692100800,1704985211,151,78,1692158400.0,1704949200.0,success,78
kalshi:AMBCN-21DEC21-NB,AMBCN-21DEC21-NB,AMBCN-21DEC21,KXAMBCN,"Will Nicholas Burns be confirmed as **Ambassador to China** before December 21, 2021?",,Confirmed,Fails to be confirmed,"If Nicholas Burns is confirmed as Ambassador to China after Issuance and before December 21, 2021, then the market resolves to Yes.","Burns confirmed as China Ambassador before Dec 21, 2021?","Before Dec 21, 2021",Burns confirmed as China Ambassador,Politics,one_off,finalized,yes,2021-11-17T15:00:00Z,2021-12-22T15:00:00Z,1,1,1,60766.0,35.0,1637161200,1640185200,36,34,1637211600.0,1640149200.0,success,34
kalshi:APPLEWATCH-24JAN31,APPLEWATCH-24JAN31,APPLEWATCH-24,KXAPPLEWATCH,Will the Apple Watch be banned?,"On Jan 31, 2024",Banned,Not banned,"If Apple is banned from importing/selling the Apple Watch Series 9 and Ultra 2 on Jan 31, 2024, then the market resolves to Yes.",Apple watch sales banned at the end of January?,"On Jan 31, 2024",Apple watch sales banned at the end of January,Financials,one_off,finalized,no,2024-01-09T15:00:00Z,2024-02-01T04:59:00Z,1,1,1,13172.0,22.582638888888887,1704812400,1706763540,24,18,1704862800.0,1706677200.0,success,18
kalshi:ARCTICICEMAX-24APR01-T15.0,ARCTICICEMAX-24APR01-T15.0,ARCTICICEMAX-24APR01,KXARCTICICEMAX,"Will the extent of the arctic sea ice be above 15.0 million square km between December 19, 2023 and April 01, 2024?",>15.0 million square km,Above 15.0 million sq km,15.0 million sq km or below,"If the National Snow & Ice Data Center records a day between December 19, 2023 and April 01, 2024 where the extent of arctic sea ice is Above 15.0 million square kilometers, then the market resolves to Yes.",Arctic sea ice maximum extent this winter?,This winter,Arctic sea ice max extent,Climate and Weather,custom,finalized,yes,2023-12-19T15:10:00Z,,1,1,1,28859.0,83.98635416666667,1702998600,1710255021,85,70,1703048400.0,1710216000.0,success,70
kalshi:ARCTICICEMIN-23OCT01-T4.0,ARCTICICEMIN-23OCT01-T4.0,ARCTICICEMIN-23OCT01,KXARCTICICEMIN,"Will the extent of the arctic sea ice be below 4.0 million square km between February 17, 2023 and October 01, 2023?",>4.0 million square km,Below 4.0 million sq km,4.0 million sq km or above,"If the National Snow & Ice Data Center records a day between February 17, 2023 and October 01, 2023 where the extent of arctic sea ice is Below 4.0 million square kilometers, then the market resolves to Yes.","Arctic sea ice min extent, Feb 17 to Oct 1, 2023?","Feb 17 to Oct 1, 2023",Arctic sea ice min extent,Climate and Weather,custom,finalized,no,2023-07-21T14:30:00Z,2023-10-02T03:59:00Z,1,1,1,11608.0,72.56180555555555,1689949800,1696219140,74,59,1689998400.0,1695441600.0,success,59
kalshi:ARCTICICEMIN-23OCT01-T4.2,ARCTICICEMIN-23OCT01-T4.2,ARCTICICEMIN-23OCT01,KXARCTICICEMIN,"Will the extent of the arctic sea ice be below 4.2 million square km between February 17, 2023 and October 01, 2023?",>4.2 million square km,Below 4.2 million sq km,4.2 million sq km or above,"If the National Snow & Ice Data Center records a day between February 17, 2023 and October 01, 2023 where the extent of arctic sea ice is Below 4.2 million square kilometers, then the market resolves to Yes.","Arctic sea ice min extent, Feb 17 to Oct 1, 2023?","Feb 17 to Oct 1, 2023",Arctic sea ice min extent,Climate and Weather,custom,finalized,no,2023-07-21T14:30:00Z,2023-10-02T03:59:00Z,1,1,1,28124.0,72.56180555555555,1689949800,1696219140,74,70,1689998400.0,1696132800.0,success,70
kalshi:ARCTICICEMIN-23OCT01-T4.4,ARCTICICEMIN-23OCT01-T4.4,ARCTICICEMIN-23OCT01,KXARCTICICEMIN,"Will the extent of the arctic sea ice be below 4.4 million square km between February 17, 2023 and October 01, 2023?",>4.4 million square km,Below 4.4 million sq km,4.4 million sq km or above,"If the National Snow & Ice Data Center records a day between February 17, 2023 and October 01, 2023 where the extent of arctic sea ice is Below 4.4 million square kilometers, then the market resolves to Yes.","Arctic sea ice min extent, Feb 17 to Oct 1, 2023?","Feb 17 to Oct 1, 2023",Arctic sea ice min extent,Climate and Weather,custom,finalized,yes,2023-02-17T15:00:00Z,,1,1,1,10396.0,207.96262731481482,1676646000,1694613971,209,108,1676696400.0,1694577600.0,success,108
kalshi:ARCTICICEMIN-24OCT01-T3.34,ARCTICICEMIN-24OCT01-T3.34,ARCTICICEMIN-24OCT01,KXARCTICICEMIN,"Will the extent of the arctic sea ice be below 3.34 million square km between December 19, 2023 and October 01, 2024?",3.34 million sq km,Below 3.34 million sq km,Below 3.34 million sq km,"If the National Snow & Ice Data Center records a day between December 19, 2023 and October 01, 2024 where the extent of arctic sea ice is below 3.34 million square kilometers, then the market resolves to Yes.",Arctic sea ice minimum extent summer 2024?,Summer 2024,Arctic sea ice min extent,Climate and Weather,custom,finalized,no,2023-12-19T18:30:00Z,2024-10-02T03:59:00Z,1,1,1,16259.0,287.3951388888889,1703010600,1727841540,289,187,1703048400.0,1727150400.0,success,187
kalshi:ARCTICICEMIN-24OCT01-T3.8,ARCTICICEMIN-24OCT01-T3.8,ARCTICICEMIN-24OCT01,KXARCTICICEMIN,"Will the extent of the arctic sea ice be below 3.8 million square km between December 19, 2023 and October 01, 2024?",>3.8 million square km,Below 3.8 million sq km,Below 3.8 million sq km,"If the National Snow & Ice Data Center records a day between December 19, 2023 and October 01, 2024 where the extent of arctic sea ice is below 3.8 million square kilometers, then the market resolves to Yes.",Arctic sea ice minimum extent summer 2024?,Summer 2024,Arctic sea ice min extent,Climate and Weather,custom,finalized,no,2023-12-19T15:00:00Z,2024-10-02T03:59:00Z,1,1,1,11092.0,287.5409722222222,1702998000,1727841540,289,186,1703048400.0,1727755200.0,success,186
kalshi:ARCTICICEMIN-24OCT01-T4.0,ARCTICICEMIN-24OCT01-T4.0,ARCTICICEMIN-24OCT01,KXARCTICICEMIN,"Will the extent of the arctic sea ice be below 4.0 million square km between December 19, 2023 and October 01, 2024?",>4.0 million square km,Below 4.0 million sq km,Below 4.0 million sq km,"If the National Snow & Ice Data Center records a day between December 19, 2023 and October 01, 2024 where the extent of arctic sea ice is below 4.0 million square kilometers, then the market resolves to Yes.",Arctic sea ice minimum extent summer 2024?,Summer 2024,Arctic sea ice min extent,Climate and Weather,custom,finalized,no,2023-12-19T15:00:00Z,2024-10-02T03:59:00Z,1,1,1,12631.0,287.5409722222222,1702998000,1727841540,289,180,1703048400.0,1727755200.0,success,180
kalshi:ARCTICICEMIN-24OCT01-T4.2,ARCTICICEMIN-24OCT01-T4.2,ARCTICICEMIN-24OCT01,KXARCTICICEMIN,"Will the extent of the arctic sea ice be below 4.2 million square km between December 19, 2023 and October 01, 2024?",>4.2 million square km,Below 4.2 million sq km,Below 4.2 million sq km,"If the National Snow & Ice Data Center records a day between December 19, 2023 and October 01, 2024 where the extent of arctic sea ice is below 4.2 million square kilometers, then the market resolves to Yes.",Arctic sea ice minimum extent summer 2024?,Summer 2024,Arctic sea ice min extent,Climate and Weather,custom,finalized,no,2023-12-19T15:00:00Z,2024-10-02T03:59:00Z,1,1,1,20026.0,287.5409722222222,1702998000,1727841540,289,171,1703048400.0,1727755200.0,success,171
kalshi:BBB-22NOV08,BBB-22NOV08,BBB,KXBBB,Will H.R. 5376 (**Build Back Better**) become law?,By election day,Becomes law,Fails to become law,"If H.R. 5376 has become law by November 8, 2022, then the market resolves to Yes.",HR 5376 by election day?,By election day,HR 5376,Politics,custom,finalized,yes,2022-03-03T15:00:00Z,,1,1,1,148561.0,167.9662847222222,1646319600,1660831887,169,147,1646370000.0,1660795200.0,success,147
kalshi:BELICHICK-25,BELICHICK-25,BELICHICK-25,KXBELICHICK,Will Bill Belichick get a head coaching job before 2025?,Any team,Any team,Not Any team,"If Bill Belichick is announced to be the head coach for any team before May 1, 2025, then the market resolves to Yes.",Bill Belichick gets a head coaching job before May 2025?,Before May 2025,Belichick,Entertainment,custom,finalized,yes,2024-04-23T12:00:00Z,,1,1,1,24671.0,233.04289351851853,1713873600,1734008506,235,137,1713931200.0,1733979600.0,success,137
kalshi:BIDENVNEBRASKA-24DEC31,BIDENVNEBRASKA-24DEC31,BIDENVNEBRASKA,KXBIDENVNEBRASKA,Will the injunction on student loan forgiveness be lifted in Biden v. Nebraska?,,Allows,Does not allow,"If, in Biden v. Nebraska, the Supreme Court vacates or otherwise lifts the injunction placed by the Eighth Circuit enjoining the United States Secretary of Education from implementing its plan to discharge student loan debt under the Higher Education Relief Opportunities for Students Act of 2003, then the market resolves to Yes.",Student loan forgiveness (SCOTUS)?,"By Dec 31, 2024",Student loan forgiveness (SCOTUS),Politics,one_off,finalized,no,2023-01-28T15:00:00Z,,1,1,1,40686.0,156.2696412037037,1674918000,1688419697,158,100,1674968400.0,1688270400.0,success,100
kalshi:BIGTECHLAYOFF-24DEC31-MICROSOFT,BIGTECHLAYOFF-24DEC31-MICROSOFT,BIGTECHLAYOFF-24DEC31,KXBIGTECHLAYOFF,Big tech layoffs at Microsoft,Microsoft,Microsoft,Not Microsoft,"If Microsoft has a layoff event of at least 100 persons before Dec 31, 2024, then the market resolves to Yes.",Which big tech companies will do layoffs in 2024?,In 2024,Big tech layoffs,Financials,annual,finalized,yes,2024-01-27T15:00:00Z,,1,1,1,11641.0,170.9741087962963,1706367600,1721139763,172,81,1706418000.0,1720756800.0,success,81
kalshi:BILLBOARDPEAK-E-24JUN15-3,BILLBOARDPEAK-E-24JUN15-3,BILLBOARDPEAK-E-24JUN15,KXBILLBOARDPEAK-E,How high will Espresso get on the charts?,3,3,Not 3,"If the peak Billboard Hot 100 position of Espresso by Sabrina Carpenter is Equal to 3 within the tracking days of May 2nd, 2024 - June 6th, 2024 (inclusive), then the market resolves to Yes.",“Espresso” peak on Billboard Hot 100 by June 15?,"By June 15, 2024",Espresso Billboard Peak,Entertainment,one_off,finalized,no,2024-05-07T16:00:00Z,2024-06-10T03:59:00Z,1,1,1,11294.0,33.49930555555556,1715097600,1717991940,35,23,1715140800.0,1717905600.0,success,23
kalshi:BILLBOARDPEAK-E-24JUN15-4,BILLBOARDPEAK-E-24JUN15-4,BILLBOARDPEAK-E-24JUN15,KXBILLBOARDPEAK-E,How high will Espresso get on the charts?,4:: Current peak is 4 (as of 5/7),4,Not 4,"If the peak Billboard Hot 100 position of Espresso by Sabrina Carpenter is Equal to 4 within the tracking days of May 2nd, 2024 - June 6th, 2024 (inclusive), then the market resolves to Yes.",“Espresso” peak on Billboard Hot 100 by June 15?,"By June 15, 2024",Espresso Billboard Peak,Entertainment,one_off,finalized,yes,2024-05-07T16:00:00Z,2024-06-10T03:59:00Z,1,1,1,22981.0,33.49930555555556,1715097600,1717991940,35,24,1715140800.0,1717905600.0,success,24
kalshi:BILLBOARDPEAKCHIHIRO-24JUN22-11,BILLBOARDPEAKCHIHIRO-24JUN22-11,BILLBOARDPEAKCHIHIRO-24JUN22,KXBILLBOARDPEAKCHIHIRO,How high will Chihiro get on the charts?,Lower than 10:: *Peak is 11 or worse,Lower than 10,Not Lower than 10,"If the peak Billboard Hot 100 position of Chihiro by Billie Eilish is below 10 within the tracking days of May 9th, 2024 - June 13th, 2024 (inclusive), then the market resolves to Yes.",“Chihiro” peak on Billboard Hot 100 by June 22?,"By June 22, 2024",Chihiro Billboard Peak,Entertainment,one_off,finalized,yes,2024-05-13T18:00:00Z,2024-06-17T03:59:00Z,1,1,1,40022.0,34.41597222222222,1715623200,1718596740,36,31,1715659200.0,1718510400.0,success,31
kalshi:BILLBOARDPEAKCHIHIRO-24JUN22-4,BILLBOARDPEAKCHIHIRO-24JUN22-4,BILLBOARDPEAKCHIHIRO-24JUN22,KXBILLBOARDPEAKCHIHIRO,How high will Chihiro get on the charts?,2 to 5,2 to 5,Not 2 to 5,"If the peak Billboard Hot 100 position of Chihiro by Billie Eilish is between 2 and 5 within the tracking days of May 9th, 2024 - June 13th, 2024 (inclusive), then the market resolves to Yes.",“Chihiro” peak on Billboard Hot 100 by June 22?,"By June 22, 2024",Chihiro Billboard Peak,Entertainment,one_off,finalized,no,2024-05-13T18:00:00Z,2024-06-17T03:59:00Z,1,1,1,11598.0,34.41597222222222,1715623200,1718596740,36,23,1715659200.0,1718510400.0,success,23
kalshi:BILLBOARDPEAKCHIHIRO-24JUN22-8,BILLBOARDPEAKCHIHIRO-24JUN22-8,BILLBOARDPEAKCHIHIRO-24JUN22,KXBILLBOARDPEAKCHIHIRO,How high will Chihiro get on the charts?,6 to 10,6 to 10,Not 6 to 10,"If the peak Billboard Hot 100 position of Chihiro by Billie Eilish is between 6 and 10 within the tracking days of May 9th, 2024 - June 13th, 2024 (inclusive), then the market resolves to Yes.",“Chihiro” peak on Billboard Hot 100 by June 22?,"By June 22, 2024",Chihiro Billboard Peak,Entertainment,one_off,finalized,no,2024-05-13T18:00:00Z,2024-06-17T03:59:00Z,1,1,1,11507.0,34.41597222222222,1715623200,1718596740,36,29,1715659200.0,1718510400.0,success,29
